157.031006,2059.538086
164.461014,1753.026978
166.106033,30038.88086
167.042053,4185.53125
170.164063,1293.042725
173.193054,6776.109375
173.879059,2998.008057
175.184006,15787.63379
176.280014,1433.182007
177.162064,925.12439
178.123016,611.46875
184.308014,607.361694
201.337006,992.472595
202.909058,2893.647705
212.07106,5695.64502
213.181061,2563.41748
214.095062,860.099243
216.12706,2210.880371
219.262009,1933.239258
221.16301,6040.762695
222.304016,565.838501
223.368057,1633.423584
229.114014,2669.493164
231.111008,2636.778809
232.20401,1961.730103
241.067017,2324.633057
245.151016,1077.010498
247.222015,1109.479858
249.135056,5345.893066
250.094055,1482.438599
251.017059,1694.69458
257.996002,1329.70874
267.163055,5146.666016
267.858002,897.549377
269.096008,2978.221436
278.797058,1848.259277
285.098022,4580.294434
285.788025,1035.945435
288.068024,925.627441
295.08902,2548.830322
295.94101,2052.498291
298.351074,2703.112061
299.139008,1801.854614
300.710052,2419.90625
304.190002,1413.185059
305.020996,1800.178955
305.94101,2261.589844
307.404053,9588.961914
308.102051,17714.30273
311.219055,3084.163086
313.080048,60453.17578
314.111053,6131.802246
315.22702,3407.780518
316.664063,11212.67578
321.669006,2834.479248
322.581024,1389.890381
327.222015,1639.721558
328.560059,1552.612793
329.812073,6749.88623
331.315002,2219.026367
333.923004,873.0802
335.208008,1553.654907
336.296021,7095.319336
337.116058,10648.39746
341.159058,20978.06641
341.998016,974.192871
343.595062,1336.161621
344.727051,20706.35156
346.537018,4564.564453
348.266022,923.062073
349.661072,43957.66406
350.313995,4984.710938
356.257996,918.407349
357.916046,11470.1582
358.730072,95097.61719
360.068024,2503.087646
361.232056,5170.964844
362.166046,4954.185059
363.074005,788.815063
366.435059,4028.775635
367.285065,2836.940918
369.365051,10617.87305
371.304047,3800.489502
372.268005,2731.861816
374.258057,9302.168945
375.184052,1563.151855
376.226013,4280.925293
379.567017,3183.440186
381.114075,20780.92383
383.48407,22817.57617
384.488007,742.370667
385.119019,1868.909546
386.16806,4189.689941
387.264069,12659.25684
388.041046,1738.495728
388.803009,1653.386108
390.182007,1963.345459
391.799011,1572.781982
396.248016,39455.76953
396.858002,3650.413818
398.145996,858.454102
400.527008,10597.20215
401.331055,12113.22852
402.194,15558.46973
403.225067,68131.85156
404.221069,180251.7188
405.279053,12694.78613
406.006012,2734.87207
406.675995,1526.235596
407.278015,2301.8396
409.294067,66380.75
410.171051,37822.36328
411.149048,12067.26953
414.657074,25689.73828
415.315002,3372.358643
416.020996,1987.984985
418.131073,575378.5
419.180054,19997.53711
420.162048,3426.582764
423.223053,264178.3125
424.200073,18192.0293
425.121002,1192.503906
430.948059,8156.481445
432.170074,853694.5
433.132996,34761.50781
434.107056,12331.32324
437.061005,1353.936035
438.263,926.943054
441.138062,126722.4766
442.275055,17537.83398
443.156067,5527.601074
